541 21305
79 354 78
343 461 15
234 447 94
167 240 88
138 411 72
32 158 38
109 114 75
72 202 77
219 381 91
375 493 53
188 285 52
136 176 85
230 292 6
246 337 70
88 424 23
37 43 88
24 25 63
247 465 55
156 269 38
11 494 3
209 405 22
151 163 77
503 534 15
43 223 32
85 98 64
37 163 85
302 358 68
66 157 57
292 391 6
483 509 24
18 395 85
334 501 26
73 114 43
65 256 32
179 224 15
67 394 66
203 301 20
160 192 67
104 231 24
30 338 100
14 445 94
41 238 89
314 386 36
17 137 88
25 120 56
324 338 64
190 531 64
156 465 46
187 351 80
91 128 53
189 192 23
55 480 71
132 216 25
176 279 30
336 357 75
192 464 5
145 440 23
186 365 48
267 340 67
27 81 66
158 514 73
409 433 89
1 344 33
185 306 34
375 491 44
76 352 50
261 475 23
76 90 68
34 304 51
173 179 19
34 270 95
202 371 11
362 442 49
246 425 44
68 518 89
227 285 99
476 532 63
300 493 40
33 529 22
63 234 19
175 379 54
50 314 94
276 322 58
367 484 39
22 438 88
109 297 94
229 311 29
205 272 37
197 477 16
44 480 67
16 236 91
88 498 2
151 531 49
115 350 29
396 527 14
213 297 17
228 479 39
21 137 30
181 497 28
198 524 65
164 285 44
2 139 15
17 119 68
210 422 45
59 229 78
35 222 84
33 132 97
327 530 64
132 283 24
5 426 10
305 384 20
177 473 65
374 466 66
144 462 53
348 363 57
107 263 5
47 49 82
93 474 52
191 324 89
485 540 53
187 362 77
282 466 92
88 125 38
129 276 66
300 479 29
14 229 100
219 272 83
257 345 71
109 206 10
10 199 66
366 464 73
88 360 57
436 456 23
284 338 73
481 492 34
307 441 57
93 235 20
348 443 87
90 165 49
110 271 94
57 113 91
124 452 87
386 432 43
234 280 93
265 537 14
216 420 14
42 506 35
212 215 29
4 234 12
496 532 75
123 381 12
197 334 66
203 399 30
168 400 92
2 271 48
318 339 27
304 342 87
315 352 33
118 235 48
132 483 93
230 269 30
158 202 36
118 483 12
66 114 29
42 406 68
18 250 22
153 190 60
107 380 81
303 370 96
169 373 54
92 157 77
8 482 21
4 293 45
445 531 59
445 518 71
236 244 64
37 212 33
123 495 12
11 375 43
93 201 23
310 503 65
218 398 13
108 359 92
87 323 71
323 433 90
157 231 26
354 489 76
283 435 53
280 438 100
356 473 97
268 476 75
390 422 39
435 510 31
223 306 63
273 291 24
31 289 47
14 153 76
299 481 53
109 177 25
527 528 77
176 246 98
37 200 81
118 391 25
67 211 51
340 502 72
389 412 89
67 298 62
332 530 42
154 407 88
262 367 88
139 489 68
102 380 76
332 420 56
375 421 42
296 533 58
72 102 62
88 375 18
3 78 55
14 157 29
88 361 70
2 509 94
411 530 37
365 397 42
159 185 73
142 231 53
125 306 17
124 536 69
234 334 24
64 463 73
310 408 52
149 497 79
51 146 36
331 518 34
280 527 76
1 409 75
39 177 67
26 169 17
142 196 86
45 346 27
148 155 31
188 323 53
358 384 80
102 470 9
228 453 61
226 374 28
108 223 23
55 473 64
247 345 37
157 461 21
302 392 11
195 259 75
64 414 63
326 518 5
223 357 56
418 459 11
431 513 46
91 190 64
430 495 82
18 369 56
53 462 28
6 246 96
59 448 70
76 434 70
6 17 2
167 322 70
65 379 26
103 411 19
14 519 43
77 467 99
231 493 80
147 161 4
181 221 27
174 452 30
55 80 65
37 45 29
62 388 17
7 387 39
377 468 32
60 349 48
442 453 60
53 375 23
50 439 39
89 477 46
298 451 30
131 320 27
161 382 25
8 367 94
103 296 69
84 173 2
406 447 36
63 232 11
267 374 100
320 440 20
151 209 39
376 405 29
133 448 32
34 509 87
97 419 6
301 400 83
24 406 38
28 32 23
355 475 91
111 468 79
214 325 38
109 146 12
326 503 85
96 403 60
120 294 11
53 115 37
269 357 65
143 412 5
392 505 28
98 338 70
312 437 44
188 476 97
270 448 83
507 519 45
3 179 13
105 379 73
172 481 59
243 438 6
184 215 25
390 446 26
390 534 5
242 252 88
190 533 8
378 540 26
194 521 80
168 490 43
25 389 91
167 455 61
425 429 62
198 283 83
279 451 55
42 301 14
313 335 78
350 363 58
37 192 23
434 441 34
242 326 23
266 425 28
278 445 88
70 466 50
216 280 28
249 315 70
82 84 43
43 318 18
143 384 34
130 253 65
253 363 3
143 523 86
66 486 57
151 308 31
375 409 12
154 404 27
117 421 80
37 63 39
236 467 38
53 426 84
4 525 75
220 509 18
53 440 75
2 55 92
24 130 21
307 462 16
260 277 84
232 503 62
110 233 18
76 255 28
341 512 20
121 128 77
72 219 83
248 429 50
60 521 5
36 94 5
53 442 21
132 477 1
65 510 6
153 331 38
397 457 35
342 358 97
56 424 10
381 400 75
2 470 31
41 141 41
84 188 70
278 446 55
284 301 83
420 508 82
179 372 78
392 474 70
94 173 54
97 203 64
36 465 95
61 257 51
52 425 7
47 300 94
202 343 91
499 535 38
352 500 2
229 317 12
241 363 34
85 474 24
389 471 25
339 395 26
457 539 34
74 316 17
357 503 45
428 466 8
338 479 25
442 481 66
209 512 50
104 220 100
379 516 36
79 427 19
202 346 78
232 284 67
210 476 29
114 438 45
115 127 80
22 397 25
199 474 88
353 457 59
191 382 64
306 350 68
37 355 46
439 467 83
385 520 59
23 351 21
439 532 91
134 175 76
152 497 98
30 518 70
70 133 84
10 439 47
475 526 97
121 264 7
276 378 49
244 486 19
191 354 48
260 290 27
2 228 83
243 303 75
80 402 1
39 464 6
35 444 5
477 510 1
72 138 79
71 441 48
314 509 11
307 317 13
354 359 90
131 361 10
159 499 12
247 473 65
45 223 80
59 332 10
42 527 69
451 514 11
4 510 94
108 367 64
257 259 38
239 533 77
118 506 45
160 446 25
58 374 18
102 411 72
2 216 70
284 302 40
10 326 59
438 515 62
184 535 1
105 148 82
205 343 19
284 533 57
13 240 25
162 198 64
18 444 48
316 406 35
94 192 88
70 331 68
352 464 58
149 179 18
250 401 9
427 443 63
94 200 55
289 425 84
121 332 66
435 441 90
281 439 56
94 276 5
246 476 18
35 169 46
70 189 64
466 474 47
115 357 46
366 447 78
285 461 31
52 210 74
129 167 39
39 53 64
2 523 79
25 507 99
512 520 93
11 285 68
198 352 56
85 498 45
36 306 14
135 414 61
371 422 100
93 186 13
35 526 76
124 533 97
172 417 46
126 469 26
179 265 61
240 339 62
220 446 91
25 380 13
405 437 92
84 484 80
70 294 21
14 63 59
191 428 20
9 122 99
164 320 65
251 356 56
15 248 71
44 112 91
200 509 40
459 536 44
95 321 84
83 221 94
240 429 44
358 375 36
52 214 55
148 329 47
519 525 74
285 427 95
78 357 56
312 472 99
132 233 51
14 30 63
311 350 20
470 523 57
163 434 61
188 342 84
151 431 42
22 443 91
133 334 21
444 466 54
26 135 46
145 250 1
136 202 57
507 521 46
140 485 45
46 195 32
30 159 11
206 409 6
4 472 22
104 280 17
101 463 35
2 176 37
25 521 70
108 397 11
4 101 73
123 147 60
243 346 70
26 226 52
195 450 90
226 317 45
33 315 78
485 519 61
41 386 95
60 249 43
192 263 82
356 534 48
122 437 32
85 148 38
4 58 94
171 364 76
245 369 39
89 368 31
27 169 77
286 379 21
197 343 2
4 493 73
61 366 38
85 143 3
73 434 17
357 457 58
334 508 37
246 535 63
13 360 25
73 255 43
103 245 58
245 481 8
281 362 57
113 262 52
8 534 20
283 334 43
219 469 96
65 70 74
123 198 59
10 105 72
186 531 46
22 239 88
71 259 5
257 477 32
37 359 78
2 199 85
350 357 91
264 371 67
222 292 59
121 474 51
240 384 31
313 444 46
149 253 53
267 382 68
378 420 93
69 489 85
40 275 91
170 496 7
15 338 41
45 98 64
58 497 81
89 453 81
393 401 85
31 194 100
94 407 17
266 351 62
86 228 97
214 504 80
369 522 8
171 356 23
84 200 40
37 536 42
467 507 79
23 151 12
384 415 94
2 41 58
223 519 81
298 424 30
238 300 7
169 506 4
302 385 14
142 455 32
294 478 41
159 454 48
331 495 60
208 256 20
419 429 60
382 484 68
152 338 80
212 426 33
60 98 27
49 479 22
90 111 55
105 238 49
253 287 90
236 503 93
96 489 40
256 345 70
363 470 92
150 534 19
31 529 6
206 388 90
213 528 84
212 412 10
175 274 81
125 414 3
48 225 1
405 506 83
174 431 84
329 336 42
321 443 30
433 464 73
171 490 34
339 433 70
191 368 88
56 238 42
9 452 50
96 388 18
245 530 96
390 418 40
261 435 24
260 536 13
164 291 58
229 536 53
243 310 97
231 479 7
221 417 79
267 298 90
183 449 26
41 165 35
36 504 11
174 227 44
1 514 90
301 364 100
174 205 34
63 504 12
216 538 47
231 300 46
420 480 6
267 536 17
212 395 4
443 489 32
406 523 13
51 525 43
345 520 70
123 126 14
167 382 41
284 502 47
219 232 100
38 275 39
33 335 33
344 494 16
106 283 21
130 271 74
339 372 79
146 197 26
244 275 31
441 505 27
34 221 87
3 496 47
67 450 9
194 273 44
227 322 68
24 491 93
256 398 28
93 372 55
42 98 76
33 57 88
379 399 35
294 412 73
46 49 39
65 329 6
276 422 68
173 487 5
47 149 96
95 113 19
21 451 94
107 386 7
2 411 88
128 239 40
49 329 31
53 351 68
41 471 3
132 354 23
61 183 50
341 429 25
250 411 91
446 501 22
192 251 100
140 413 48
485 525 88
272 471 38
81 136 27
17 499 85
171 435 78
170 306 81
141 414 20
205 510 74
70 403 15
59 477 83
75 382 70
454 455 10
158 436 78
332 417 19
1 368 51
134 415 4
406 506 53
410 482 92
6 319 50
222 484 100
286 370 37
139 223 87
146 448 36
9 371 21
32 193 59
404 412 10
171 410 17
162 411 22
211 473 43
94 519 100
82 484 30
213 261 64
77 150 100
126 437 94
17 73 43
313 379 44
21 184 70
219 396 94
198 511 44
50 133 88
340 516 45
397 413 4
165 426 58
51 307 29
411 478 21
67 287 83
32 230 25
168 172 4
189 523 32
125 520 86
399 433 54
54 520 35
20 142 80
228 310 14
75 260 29
157 190 19
373 377 59
408 422 1
59 459 46
54 524 61
219 342 93
475 521 86
71 260 77
216 218 64
188 362 38
171 436 18
125 193 28
351 371 27
22 160 59
101 263 31
275 310 90
33 513 65
117 182 8
69 190 12
9 507 16
208 302 59
95 259 53
507 538 74
96 397 97
28 187 87
27 243 100
117 500 8
468 482 36
277 324 9
141 403 23
62 389 44
403 408 75
89 275 88
1 280 13
153 255 23
456 458 92
128 338 67
29 439 84
161 230 7
187 535 94
92 109 10
86 397 17
166 237 32
255 386 62
106 316 37
121 152 18
306 386 17
385 539 10
255 374 13
54 418 48
232 494 42
414 523 21
56 301 79
272 325 9
498 515 87
429 480 73
227 479 42
10 191 40
40 311 7
214 348 59
37 313 48
126 263 13
110 173 35
145 391 84
1 209 28
152 428 12
200 406 91
191 241 61
82 166 56
2 498 39
365 501 24
191 222 74
85 398 19
103 188 86
207 482 70
244 500 41
154 180 53
80 510 73
204 374 13
466 510 70
240 458 11
229 487 42
59 284 30
334 355 26
227 311 63
35 268 37
15 163 27
70 140 93
47 440 24
298 397 95
151 506 4
84 318 86
53 134 42
84 528 92
507 517 63
43 281 68
79 235 97
92 532 31
4 491 81
24 244 41
75 95 47
21 532 79
159 267 45
360 435 31
64 503 52
246 432 59
43 424 55
64 439 53
3 473 84
206 437 30
260 435 60
128 234 1
128 493 25
438 446 39
418 487 62
73 333 10
306 475 68
122 225 57
239 292 87
103 255 77
29 173 3
104 351 84
230 488 56
254 390 94
91 358 42
126 473 82
297 388 9
142 529 90
352 528 64
182 541 29
6 133 89
385 469 88
137 234 89
454 484 67
105 416 38
213 281 77
70 313 10
83 534 19
6 71 49
418 521 61
301 487 18
290 474 46
96 162 86
315 336 59
99 238 80
58 312 82
517 532 83
105 274 43
329 413 73
232 413 83
27 73 95
60 232 18
58 272 13
254 506 33
67 501 35
104 338 97
304 536 19
362 529 60
132 210 80
428 484 32
62 375 83
9 501 89
50 535 13
136 442 74
388 532 88
205 224 88
351 372 77
186 286 91
109 230 86
231 499 13
141 396 92
46 69 7
106 285 91
69 269 29
28 285 93
243 294 86
330 537 80
126 181 96
368 471 26
295 304 61
186 245 87
2 261 63
68 287 34
119 283 32
62 255 20
7 212 94
73 86 36
351 523 65
265 266 30
3 475 96
351 369 51
35 187 13
118 185 100
46 231 20
26 467 48
34 541 40
192 310 80
230 313 16
77 534 27
72 439 26
111 384 98
397 400 44
147 198 70
125 388 3
75 500 26
408 481 27
107 267 54
415 484 94
141 174 12
480 485 57
298 531 33
117 367 19
232 366 92
490 510 7
86 316 7
278 286 53
123 407 11
149 175 68
112 250 30
145 291 55
267 471 62
326 363 36
119 472 49
176 307 8
65 297 74
7 418 78
269 338 6
215 310 98
150 278 53
230 536 89
142 490 49
147 375 29
303 436 52
220 285 30
156 223 98
119 431 60
46 275 32
130 165 19
113 321 29
103 145 41
6 207 98
266 472 87
71 151 43
56 336 95
20 105 72
21 109 44
159 398 22
47 310 95
43 295 8
226 310 85
153 407 52
192 373 9
93 339 61
235 434 83
97 334 53
181 510 82
80 270 99
7 191 50
197 258 16
30 83 25
342 410 14
36 184 96
24 69 28
282 480 5
134 266 23
160 456 3
19 302 37
288 301 12
104 360 81
313 442 73
33 321 2
341 444 47
49 65 11
211 479 13
113 385 95
64 437 82
15 263 73
57 425 53
142 395 62
21 101 3
93 198 86
103 399 72
7 214 36
150 277 57
101 333 25
331 380 12
154 445 40
46 497 72
83 435 11
461 466 7
175 453 56
226 378 6
76 387 74
73 141 96
339 419 90
274 464 78
77 434 89
403 472 1
141 423 98
275 516 48
381 435 92
341 370 93
139 366 2
19 271 50
77 385 11
41 130 81
91 400 29
125 202 15
140 391 44
133 509 100
333 524 2
28 154 80
332 372 56
86 368 5
61 250 7
87 411 6
238 241 93
35 462 26
82 165 26
176 419 92
289 445 15
274 496 2
47 122 45
17 435 63
248 316 5
198 276 98
182 188 63
22 58 92
71 284 51
390 540 65
223 298 19
122 321 70
280 497 15
78 354 13
221 246 10
172 333 63
400 521 35
3 295 18
55 385 63
278 460 57
112 359 19
247 457 76
335 480 36
186 232 3
184 368 6
4 145 76
186 252 26
222 314 76
198 249 54
72 185 11
281 386 49
11 287 14
352 533 1
76 84 60
297 304 54
10 297 59
81 394 73
162 473 95
6 450 23
398 408 16
285 317 82
10 290 60
144 337 5
58 226 56
48 328 57
126 438 84
62 152 42
356 479 12
122 445 96
294 377 61
368 521 57
135 245 2
89 348 70
40 541 7
97 357 54
289 294 75
268 387 16
358 537 52
161 313 77
432 527 47
18 176 80
147 377 80
237 483 69
401 534 98
434 469 39
407 433 62
509 516 85
305 324 73
152 361 94
181 266 40
129 431 60
163 380 72
324 384 95
102 538 98
78 144 83
18 215 67
138 195 64
2 387 43
78 185 79
337 397 84
374 414 64
159 193 42
176 265 71
213 372 69
2 209 7
392 402 21
105 290 14
170 336 84
27 108 57
94 293 45
202 482 95
398 419 48
167 513 43
388 430 58
97 104 32
227 533 63
73 345 58
102 264 42
226 499 97
168 197 38
193 241 83
269 494 75
251 459 66
117 121 72
65 79 87
17 44 9
179 217 32
329 429 65
214 351 8
57 500 64
75 377 68
241 288 91
216 471 20
19 267 44
82 190 35
122 422 13
88 443 18
310 367 53
473 515 79
239 484 80
317 494 23
133 278 68
39 111 23
184 422 100
81 277 74
282 308 26
147 288 86
201 460 84
184 532 31
226 397 33
189 354 50
41 457 4
16 450 60
69 73 26
213 379 36
317 346 57
2 457 38
127 427 69
388 537 46
48 372 10
207 379 31
211 469 79
14 427 94
74 410 7
87 189 35
489 511 7
62 453 5
25 413 75
123 479 3
180 461 56
197 230 6
129 269 94
11 440 95
90 513 32
56 459 54
188 457 78
73 440 86
152 411 32
168 526 92
93 491 62
365 400 36
126 376 10
184 350 37
72 377 90
187 258 11
237 343 36
74 306 82
94 114 88
136 235 53
234 240 26
63 245 8
54 302 51
98 397 54
5 164 72
141 263 70
187 494 56
171 522 77
69 452 30
281 493 72
130 279 60
59 158 61
450 516 42
228 417 59
2 329 86
345 473 74
219 421 86
31 325 78
280 325 95
51 291 72
59 250 65
24 126 53
323 471 83
472 474 49
46 74 45
123 127 20
359 375 62
150 369 77
172 342 98
88 332 88
256 499 24
238 334 90
370 415 46
75 210 13
375 524 96
202 451 40
11 311 32
140 489 95
148 273 45
19 35 72
209 279 2
281 517 26
386 464 52
286 433 57
13 235 12
262 354 2
166 373 13
1 294 73
448 489 72
25 394 89
171 350 90
344 498 55
168 411 5
77 93 26
402 501 89
351 495 50
334 405 93
77 540 47
335 339 50
53 248 60
251 485 57
34 293 22
111 177 24
348 465 82
263 518 92
21 82 42
71 517 69
245 430 62
18 174 98
30 410 73
526 528 35
82 91 15
43 254 41
277 349 33
185 493 73
34 97 37
68 523 60
226 340 31
14 492 70
49 490 94
99 502 69
25 44 43
138 320 79
61 90 32
178 451 75
4 331 57
23 427 71
447 506 24
101 122 10
54 375 24
1 189 97
250 530 6
397 531 48
120 223 19
287 299 95
7 357 66
187 387 16
278 333 23
44 77 99
480 502 50
488 507 71
71 456 8
443 499 87
44 459 7
187 217 26
112 474 62
111 469 51
351 521 68
86 238 72
34 38 100
107 307 63
101 309 60
264 368 94
438 511 84
112 156 96
104 445 18
37 492 28
239 312 60
300 417 70
256 360 58
381 540 67
1 176 29
7 114 45
71 316 31
192 333 96
51 395 76
474 536 63
91 116 29
152 258 37
259 535 63
324 415 94
138 183 2
219 279 73
75 111 43
157 362 49
65 338 3
128 278 63
55 74 73
21 79 73
296 306 39
278 374 36
119 257 72
371 405 34
58 502 100
261 420 8
101 248 28
101 366 66
310 455 44
66 506 19
204 482 38
214 222 2
39 282 43
13 504 62
228 323 11
75 200 27
387 424 97
47 327 84
88 511 9
67 528 67
99 388 100
105 208 54
162 340 67
91 257 65
336 429 21
30 362 67
320 426 14
312 489 98
312 483 57
288 387 25
301 451 5
83 95 74
63 355 71
193 411 98
25 301 68
85 415 47
48 407 19
38 63 33
212 436 35
296 380 59
2 12 40
131 395 48
300 521 61
89 521 35
96 415 33
148 300 39
130 242 75
314 412 59
110 486 11
146 406 69
64 221 72
10 165 97
231 434 17
151 313 40
390 464 5
515 539 2
426 467 59
365 472 45
51 154 99
188 290 91
54 354 78
401 501 10
81 393 29
85 391 6
79 242 4
304 465 71
430 493 80
84 133 25
452 521 29
485 490 32
86 409 64
209 439 56
115 464 82
154 410 76
202 300 38
124 133 21
355 447 53
293 322 30
134 150 74
21 445 81
36 313 11
259 499 17
24 269 21
276 397 15
112 163 68
320 396 82
14 296 79
437 473 10
91 114 29
56 110 18
163 189 92
346 496 53
111 214 97
345 446 86
218 420 8
119 260 86
161 361 50
280 359 65
146 276 38
341 391 47
59 260 72
95 218 74
169 219 72
243 351 94
65 531 83
245 520 48
159 248 82
233 486 98
158 430 100
254 269 23
221 314 47
329 341 64
426 496 21
245 384 8
193 283 84
169 202 40
324 385 86
29 53 21
68 154 63
279 331 59
271 371 31
199 439 14
10 139 29
378 384 58
295 349 94
191 333 66
523 538 38
94 311 79
391 511 56
407 434 35
251 357 6
122 337 74
225 492 26
406 520 11
328 515 64
312 346 22
87 437 16
470 479 51
195 474 84
36 101 17
20 214 68
